time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-09-16T05:57:31Z,161,0,0,0,0,0,13014996,1467,9869107,0,0,0,0,0,0,7148,0,0,0,0,0,0,0,539,13,0,229,1,7,3593,0,0,0,0,0, ,0,0,0,0,0,0,7148,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,233189248,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6887,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T05:58:31Z,161,0,0,0,0,0,13057428,1467,9911539,0,0,0,0,0,0,7934,0,0,0,0,0,0,0,542,13,0,228,1,7,4106,0,0,0,0,0, ,0,0,0,0,0,0,7930,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,326702256,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,7590,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T05:59:31Z,161,0,0,0,0,0,13074180,1467,9928291,0,0,0,0,0,0,8970,0,0,0,0,0,0,0,542,13,0,225,1,7,5221,0,0,0,0,0, ,0,0,0,0,0,0,8959,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,540467288,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,8606,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:00:31Z,161,0,0,0,0,0,13160908,1467,10015019,0,0,0,0,0,0,8895,0,0,0,0,0,0,0,546,13,0,224,1,7,4103,0,0,0,0,0, ,0,0,0,0,0,0,8892,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,602260856,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,8383,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:01:31Z,161,0,0,0,0,0,13225156,1467,10079267,0,0,0,0,0,0,7707,0,0,0,0,0,0,0,552,13,0,224,1,7,3729,0,0,0,0,0, ,0,0,0,0,0,0,7706,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,381930808,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,7323,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:02:31Z,161,0,0,0,0,0,13285684,1467,10139795,0,0,0,0,0,0,7732,0,0,0,0,0,0,0,558,13,0,221,1,7,3049,0,0,0,0,0, ,0,0,0,0,0,0,7723,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,722138440,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,7193,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:03:31Z,161,0,0,0,0,0,13363836,1467,10217947,0,0,0,0,0,0,9050,0,0,0,0,0,0,0,563,13,0,219,1,7,3745,0,0,0,0,0, ,0,0,0,0,0,0,9043,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,342757560,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,8495,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:04:31Z,161,0,0,0,0,0,13446252,1467,10300363,0,0,0,0,0,0,6833,0,0,0,0,0,0,0,568,14,0,219,1,7,2138,0,0,0,0,0, ,0,0,0,0,0,0,6833,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,263906152,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6417,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:05:31Z,161,0,0,0,0,0,13480860,1467,10334971,0,0,0,0,0,0,7501,0,0,0,0,0,0,0,567,14,0,216,1,7,2619,0,0,0,0,0, ,0,0,0,0,0,0,7492,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,414654928,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,7069,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:06:31Z,161,0,0,0,0,0,13505732,1467,10359843,0,0,0,0,0,0,6428,0,0,0,0,0,0,0,568,14,0,213,1,7,2738,0,0,0,0,0, ,0,0,0,0,0,0,6418,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,198011952,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,6043,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:07:31Z,161,0,0,0,0,0,13548988,1467,10403099,0,0,0,0,0,0,6303,0,0,0,0,0,0,0,571,14,0,213,1,7,3169,0,0,0,0,0, ,0,0,0,0,0,0,6303,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,396929008,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6075,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:08:31Z,161,0,0,0,0,0,13582316,1467,10436427,0,0,0,0,0,0,7496,0,0,0,0,0,0,0,571,14,0,212,1,7,3583,0,0,0,0,0, ,0,0,0,0,0,0,7492,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,181919728,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,7126,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:09:31Z,161,0,0,0,0,0,13616380,1467,10470491,0,0,0,0,0,0,9776,0,0,0,0,0,0,0,571,14,0,209,1,7,5201,0,0,0,0,0, ,0,0,0,0,0,0,9767,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,158603552,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,9269,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:10:31Z,161,0,0,0,0,0,13719100,1467,10573211,0,0,0,0,0,0,9147,0,0,0,0,0,0,0,578,14,0,209,1,7,4350,0,0,0,0,0, ,0,0,0,0,0,0,9146,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,682507840,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8665,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:11:31Z,161,0,0,0,0,0,13873700,1467,10727811,0,0,0,0,0,0,15701,0,0,0,0,0,0,0,587,14,0,206,1,7,7975,0,0,0,0,0, ,0,0,0,0,0,0,15690,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,249876152,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,14624,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:12:31Z,161,0,0,0,0,0,14066996,1467,10921107,0,0,0,0,0,0,14448,0,0,0,0,0,0,0,594,14,0,204,1,7,6976,0,0,0,0,0, ,0,0,0,0,0,0,14442,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,717551408,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,13330,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:13:31Z,161,0,0,0,0,0,14311460,1467,11165571,0,0,0,0,0,0,21241,0,0,0,0,0,0,0,601,15,0,202,1,6,10869,0,0,0,0,0, ,0,0,0,0,0,0,21234,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,387928352,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,19721,0,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:14:31Z,161,0,0,0,0,0,14586316,1467,11440427,0,0,0,0,0,0,20685,0,0,0,0,0,0,0,620,14,0,198,1,6,10157,0,0,0,0,0, ,0,0,0,0,0,0,20681,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,666209088,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,19155,0,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:15:31Z,161,0,0,0,0,0,14824108,1467,11678219,0,0,0,0,0,0,15404,0,0,0,0,0,0,0,633,14,0,197,1,6,7123,0,0,0,0,0, ,0,0,0,0,0,0,15401,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,248359144,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,14188,0,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:16:31Z,161,0,0,0,0,0,15140612,1467,11994723,0,0,0,0,0,0,22964,0,0,0,0,0,0,0,650,14,0,193,1,6,10994,0,0,0,0,0, ,0,0,0,0,0,0,22952,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,639259136,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,21033,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:17:31Z,161,0,0,0,0,0,15479900,1467,12334011,0,0,0,0,0,0,20832,0,0,0,0,0,0,0,670,14,0,191,1,6,9759,0,0,0,0,0, ,0,0,0,0,0,0,20825,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,664295424,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,19050,0,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:18:31Z,161,0,0,0,0,0,15980836,1467,12834947,0,0,0,0,0,0,31378,0,0,0,0,0,0,0,695,14,0,189,1,6,14864,0,0,0,0,0, ,0,0,0,0,0,0,31371,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,219399168,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,28689,0,2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:19:31Z,161,0,0,0,0,0,16316276,1467,13170387,0,0,0,0,0,0,34438,0,0,0,0,0,0,0,708,15,0,183,1,6,18092,0,0,0,0,0, ,0,0,0,0,0,0,34417,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,728937472,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,32245,0,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:20:31Z,161,0,0,0,0,0,16728284,1467,13582395,0,0,0,0,0,0,35352,0,0,0,0,0,0,0,730,16,0,180,1,6,18399,0,0,0,0,0, ,0,0,0,0,0,0,35343,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,324663760,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,32972,0,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:21:31Z,161,0,0,0,0,0,17011892,1467,13866003,0,0,0,0,0,0,29816,0,0,0,0,0,0,0,746,16,0,176,1,6,16006,0,0,0,0,0, ,0,0,0,0,0,0,29803,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,1008420352,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,28071,0,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:22:31Z,161,0,0,0,0,0,17325540,1467,14179651,0,0,0,0,0,0,19851,0,0,0,0,0,0,0,765,16,0,173,1,6,8736,0,0,0,0,0, ,0,0,0,0,0,0,19841,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,187026944,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,17785,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:23:31Z,161,0,0,0,0,0,17672156,1467,14526267,0,0,0,0,0,0,18481,0,0,0,0,0,0,0,788,17,0,170,1,6,7380,0,0,0,0,0, ,0,0,0,0,0,0,18472,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,284808784,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,16306,0,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:24:31Z,161,0,0,0,0,0,18220580,1467,15074691,0,0,0,0,0,0,27670,0,0,0,0,0,0,0,827,17,0,169,1,6,11216,0,0,0,0,0, ,0,0,0,0,0,0,27664,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,409953000,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,24479,0,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:25:31Z,161,0,0,0,0,0,18696548,1467,15550659,0,0,0,0,0,0,28634,0,0,0,0,0,0,0,851,17,0,164,1,6,12654,0,0,0,0,0, ,0,0,0,0,0,0,28619,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,324243712,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,25636,0,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16T06:26:31Z,161,0,0,0,0,0,19273396,1467,16127507,0,0,0,0,0,0,32040,0,0,0,0,0,0,0,890,17,0,160,1,6,13937,0,0,0,0,0, ,0,0,0,0,0,0,32025,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631770651152,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,421533504,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,28546,0,3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
